atm_id,month,day,service,atm_street_number,atm_zipcode,atm_lat,atm_lon,temp,pressure,humidity,wind_speed,wind_deg,rain_3h,clouds_all,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,atm_status_Active,atm_status_Inactive,atm_manufacturer_Diebold Nixdorf,atm_manufacturer_NCR,atm_location_Bindslev,atm_location_Bryggen  Vejle,atm_location_Frederiksberg,atm_location_Hobro,atm_location_Hørning Hallen,atm_location_Intern  Skive,atm_location_Jebjerg,atm_location_Odense,atm_location_Storvorde,atm_location_Viborg,atm_streetname_Adelgade,atm_streetname_Fælledvej,atm_streetname_Gammel Kongevej,atm_streetname_Kirkegade,atm_streetname_Nørrebro,atm_streetname_Sønderbrogade,atm_streetname_Toftevej,atm_streetname_Toldboden,atm_streetname_Vandværksvej,weather_main_Clear,weather_main_Clouds,weather_main_Drizzle,weather_main_Fog,weather_main_Mist,weather_main_Rain,weather_main_Snow,weather_main_Thunderstorm
18,2,28,106,3,8800,56.44774747,9.40115181,278.131132075472,980.839622641509,80.5377358490566,6.79245283018868,196.320754716981,1.05,67.8584905660377,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18,3,1,71,3,8800,56.44774747,9.40115181,278.854225352113,990.014084507042,84.0704225352113,7.02816901408451,250.56338028169,11.655,68.0422535211268,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,3,2,55,3,8800,56.44774747,9.40115181,278.695454545455,996.2,79.2181818181818,5.25454545454545,261.454545454545,21.71,64.6363636363636,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18,3,3,65,3,8800,56.44774747,9.40115181,278.596153846154,1002.70769230769,92.5538461538462,4.67692307692308,225.692307692308,33.165,83.0461538461538,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,3,4,25.973675764515065,3,8800,56.44774747,9.40115181,278.502941176471,996.382352941176,89.0588235294118,6.41176470588235,94.7058823529412,17.57,90.5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18,3,5,16.16941179947462,3,8800,56.44774747,9.40115181,277.968181818182,996.772727272727,93.9545454545455,4.13636363636364,113.136363636364,1.6775,88.0454545454545,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18,3,6,42,3,8800,56.44774747,9.40115181,274.792857142857,1007.07142857143,90.7142857142857,8.28571428571429,70.9523809523809,0,78.7142857142857,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18,3,7,37,3,8800,56.44774747,9.40115181,272.636486486486,1015.89189189189,86.2702702702703,2.91891891891892,80,0,52.3243243243243,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,3,8,45,3,8800,56.44774747,9.40115181,275.461111111111,1010.26666666667,93.2666666666667,3.35555555555556,156.444444444444,0,78.7777777777778,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18,3,9,42,3,8800,56.44774747,9.40115181,280.721428571429,1009.42857142857,86.3333333333333,3.92857142857143,214.285714285714,0,68.1666666666667,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,3,10,47,3,8800,56.44774747,9.40115181,280.46914893617,1021.8085106383,80.5957446808511,6.27659574468085,304.042553191489,0,35.6170212765957,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18,3,11,27,3,8800,56.44774747,9.40115181,282.52037037037,1024,62.0740740740741,1.96296296296296,177.37037037037,0,31.4074074074074,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,3,12,15,3,8800,56.44774747,9.40115181,279.15,1021.93333333333,64.6666666666667,4.13333333333333,128.666666666667,0,74.6666666666667,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,3,13,50,3,8800,56.44774747,9.40115181,278.61,1022.52,83.6,3.42,195,0.21,48.6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,3,14,38,3,8800,56.44774747,9.40115181,282.044736842105,1019.94736842105,89.1578947368421,6.71052631578947,237.105263157895,0.94,77.0526315789474,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,3,15,39,3,8800,56.44774747,9.40115181,280.777153846154,1025.10256410256,76.1025641025641,8.76923076923077,279.461538461538,0,35.7948717948718,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,3,16,41,3,8800,56.44774747,9.40115181,284.442682926829,1015.43902439024,73.6341463414634,6.26829268292683,227.560975609756,0,53.9756097560976,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,3,17,37.13726540690987,3,8800,56.44774747,9.40115181,277.680612244898,1002.4693877551,87.6326530612245,6.42857142857143,257.959183673469,0.165,38.1836734693878,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18,3,18,18.233115902682766,3,8800,56.44774747,9.40115181,278.15,995.642857142857,81.6785714285714,6.78571428571429,292.5,0,32.0714285714286,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18,3,19,15,3,8800,56.44774747,9.40115181,275.683333333333,998.333333333333,94.3333333333333,4.26666666666667,155.333333333333,0,74.8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18,3,20,37,3,8800,56.44774747,9.40115181,280.933783783784,997.27027027027,93.945945945946,3.24324324324324,183.783783783784,1.08,80.972972972973,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18,3,21,16.906125161447562,3,8800,56.44774747,9.40115181,278.957692307692,997.884615384615,80.9615384615385,8.34615384615385,241.153846153846,0.13,50.4230769230769,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18,3,22,32,3,8800,56.44774747,9.40115181,280.525,1014.40625,71.5625,4.90625,246.875,0,12.34375,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
